Model,Score
ehristoforu/ud-14b,0.19245003700962252
experiment-llm/exp-3-q-r,0.3301258327165063
fblgit/UNA-SimpleSmaug-34b-v1beta,0.2938564026646928
flammenai/Mahou-1.5-llama3.1-70B,0.33974833456698744
gbueno86/Brinebreath-Llama-3.1-70B,0.3789785344189489
godlikehhd/alpaca_data_full_2,0.20355292376017764
godlikehhd/alpaca_data_ifd_me_max_5200,0.21835677276091783
godlikehhd/qwen_full_data_alpaca,0.20577350111028866
grimjim/Gigantes-v3-gemma2-9b-it,0.29311621021465584
grimjim/Magot-v2-Gemma2-8k-9B,0.29015544041450775
grimjim/llama-3-Nephilim-v1-8B,0.23760177646188008
grimjim/llama-3-Nephilim-v2-8B,0.23464100666173204
h2oai/h2o-danube3-4b-chat,0.14433752775721687
h2oai/h2o-danube3-500m-chat,0.10436713545521836
hotmailuser/Falcon3Slerp1-10B,0.33530717986676534
hotmailuser/Gemma2Crono-27B,0.307920059215396
hotmailuser/Gemma2SimPO-27B,0.3182827535159141
hotmailuser/Gemma2atlas-27B,0.31384159881569207
huihui-ai/QwQ-32B-Coder-Fusion-7030,0.385640266469282
iRyanBell/ARC1-II,0.12657290895632864
ibivibiv/multimaster-7b-v6,0.19615099925980756
ibm-granite/granite-3.0-3b-a800m-instruct,0.13693560325684678
icefog72/Ice0.76-02.02-RP,0.1702442635085122
internlm/internlm2_5-20b-chat,0.3012583271650629
jaspionjader/f-1-8b,0.26350851221317545
jaspionjader/fr-1-8b,0.22057735011102886
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.8,0.3323464100666173
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,0.18948926720947445
johnsutor/Llama-3-8B-Instruct_ties-density-0.7,0.18282753515914138
jpacifico/Chocolatine-14B-Instruct-4k-DPO,0.32124352331606215
jpacifico/Chocolatine-2-14B-Instruct-v2.0.1,0.38119911176905996
jpacifico/Chocolatine-2-14B-Instruct-v2.0b2,0.461880088823094
kavonalds/BunderMaxx-1010,0.10066617320503331
khoantap/cheap-moe-merge,0.21391561806069578
lemon07r/Gemma-2-Ataraxy-v2f-9B,0.25758697261287933
lemon07r/Gemma-2-Ataraxy-v4a-Advanced-9B,0.2938564026646928
lkoenig/BBAI_7B_QwenDyancabsLAW,0.3464100666173205
lodrick-the-lafted/llama-3.1-8b-instruct-ortho-v7,0.1384159881569208
m42-health/Llama3-Med42-70B,0.3789785344189489
marcuscedricridia/pre-cursa-o1-v1.4,0.3649148778682457
marcuscedricridia/pre-cursa-o1-v1.6,0.3597335307179867
mattshumer/ref_70_e3,0.3760177646188009
meditsolutions/Llama-3.2-SUN-1B-chat,0.12731310140636565
mergekit-community/diabolic6045_ELN-AOC-CAIN,0.10436713545521836
meta-llama/Llama-2-70b-chat-hf,0.1376757957068838
migtissera/Tess-v2.5-Phi-3-medium-128k-14B,0.23019985196151
mistralai/Mistral-7B-Instruct-v0.1,0.14655810510732792
nbeerbower/Dumpling-Qwen2.5-7B-1k-r16,0.2938564026646928
nbeerbower/Dumpling-Qwen2.5-7B-1k-r64-2e-5,0.30940044411547
nbeerbower/Llama3.1-Gutenberg-Doppel-70B,0.3390081421169504
nbeerbower/Lyra4-Gutenberg-12B,0.21391561806069578
nbeerbower/Lyra4-Gutenberg2-12B,0.21169504071058476
neopolita/jessi-v0.1-qwen2.5-7b-instruct,0.3427091043671355
netcat420/MFANN-phigments-slerp-V3.3,0.1702442635085122
netcat420/MFANNv0.19,0.17320503330866024
nhyha/N3N_Delirium-v1_1030_0227,0.27609178386380456
nhyha/N3N_gemma-2-9b-it_20241029_1532,0.27313101406365653
nlpguy/Lion-Lamarck-v.1.1.0,0.3737971872686899
nlpguy/Mistral-NeMo-Minitron-Upscale-v2,0.13175425610658772
nothingiisreal/MN-12B-Starcannon-v3,0.19837157660991858
ontocord/ontocord_wide_7b-stacked-stage1,0.0851221317542561
paloalma/Le_Triomphant-ECE-TW3,0.32938564026646927
pankajmathur/orca_mini_phi-4,0.39896373056994816
pankajmathur/orca_mini_v6_8b_dpo,0.23316062176165803
pankajmathur/orca_mini_v8_1_70b,0.37083641746854185
pankajmathur/orca_mini_v9_2_70b,0.35529237601776464
pints-ai/1.5-Pints-2K-v0.1,0.08734270910436713
princeton-nlp/gemma-2-9b-it-DPO,0.2546262028127313
prithivMLmods/Blaze-14B-xElite,0.36417468541820874
prithivMLmods/Condor-Opus-14B-Exp,0.42487046632124353
prithivMLmods/Elita-1,0.45003700962250187
prithivMLmods/GWQ-9B-Preview,0.2686898593634345
prithivMLmods/Megatron-Corpus-14B-Exp.v2,0.38786084381939306
prithivMLmods/Megatron-Opus-14B-2.0,0.38341968911917096
prithivMLmods/Triangulum-v2-10B,0.34344929681717246
prithivMLmods/Viper-Coder-7B-Elite14,0.10436713545521836
qingy2024/Benchmaxx-Llama-3.2-1B-Instruct,0.11028867505551443
qingy2024/OwO-14B-Instruct,0.43153219837157664
qingy2024/QwEnlarge-16B-Instruct,0.3597335307179867
qingy2024/Qwen2.5-4B,0.18060695780903036
realtreetune/rho-1b-sft-MATH,0.08808290155440414
recoilme/recoilme-gemma-2-9B-v0.5,0.27387120651369357
redrix/patricide-12B-Unslop-Mell,0.23908216136195412
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.2161361954108068
sakhan10/quantized_open_llama_3b_v2,0.08216136195410807
securin/Securin-LLM-V2.5-Qwen-1.5B,0.12509252405625462
senseable/WestLake-7B-v2,0.18208734270910437
sethuiyer/Qwen2.5-7B-Anvita,0.32938564026646927
silma-ai/SILMA-Kashif-2B-Instruct-v1.0,0.14655810510732792
someon98/qwen-CoMa-0.5b,0.08734270910436713
sometimesanotion/IF-reasoning-experiment-40,0.43153219837157664
sometimesanotion/Qwenvergence-14B-v11,0.45595854922279794
speakleash/Bielik-11B-v2.0-Instruct,0.25832716506291636
suayptalha/Clarus-7B-v0.1,0.35899333826794966
teknium/OpenHermes-2.5-Mistral-7B,0.18282753515914138
theprint/CleverBoi-7B-v2,0.16580310880829016
theprint/CleverBoi-Nemo-12B-v2,0.19467061435973354
thirdeyeai/elevate360m,0.07772020725388601
tiiuae/Falcon3-10B-Base,0.32050333086602517
tinycompany/ShawtyIsBad-ib,0.16506291635825315
togethercomputer/GPT-NeoXT-Chat-Base-20B,0.08364174685418209
togethercomputer/RedPajama-INCITE-7B-Chat,0.08956328645447817
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,0.0917838638045892
unsloth/Phi-3-mini-4k-instruct,0.26424870466321243
vhab10/llama-3-8b-merged-linear,0.231680236861584
vicgalle/Configurable-Llama-3.1-8B-Instruct,0.230940044411547
vicgalle/ConfigurableHermes-7B,0.17246484085862324
win10/llama3-13.45b-Instruct,0.19022945965951146
xinchen9/Llama3.1_CoT,0.14359733530717986
ymcki/Llama-3.1-8B-GRPO-Instruct,0.22797927461139897
zelk12/Gemma-2-TM-9B,0.27979274611398963
zelk12/MT-Gen6-gemma-2-9B,0.2783123612139156
zelk12/MT-Gen6fix-gemma-2-9B,0.2753515914137676
zelk12/MT-Merge-gemma-2-9B,0.2997779422649889
zelk12/MT-Merge4-gemma-2-9B,0.3027387120651369
zelk12/MT-Merge6-gemma-2-9B,0.27313101406365653
zelk12/MT2-Gen4-gemma-2-9B,0.29015544041450775
zelk12/MT3-Gen2-gemma-2-9B,0.30347890451517395
zelk12/MT4-Gen4-gemma-2-9B,0.2871946706143597
zelk12/MT5-Gen2-gemma-2-9B,0.29533678756476683
zelk12/Rv0.4DMv1t0.25Tt0.25-gemma-2-9B,0.28867505551443373
zelk12/recoilme-gemma-2-Ataraxy-9B-v0.1,0.306439674315322
zelk12/recoilme-gemma-2-Ataraxy-9B-v0.2,0.30569948186528495
zelk12/recoilme-gemma-2-Gutenberg-Doppel-9B-v0.1,0.28793486306439675
zelk12/recoilme-gemma-2-psy10k-mental_healt-9B-v0.1,0.27461139896373055
