Model_Name,Theta_ATLAS,Theta_WLE,SE,Num_Items,Time_Taken_Sec
flammenai/Mahou-1.2-llama3-8B,-0.139311699660356,-0.331628269582011,0.102782476155561,30,11.603057384491
flammenai/Mahou-1.2-mistral-7B,0.700153807569091,0.672290644107634,0.0624884986513909,30,11.6144509315491
flammenai/Mahou-1.2a-mistral-7B,0.751253428706051,0.814906594131772,0.0587790206454737,30,11.6093831062317
FredrikBL/SwedishBeagle-dare,0.243217517535801,0.20946738502612,0.075779538507398,30,11.6412556171417
G-reen/EXPERIMENT-ORPO-m7b2-1-merged,-0.671368793957543,-0.556706755104886,0.121468848766305,30,11.6153333187103
G-reen/EXPERIMENT-SFT-m7b2-1-merged,-0.80685262615068,-0.840821154027756,0.130741577102262,30,11.6772124767303
G-reen/EXPERIMENT-ORPO-m7b2-2-merged,-0.648863921751236,-0.547413113545249,0.11665444155132,30,11.6057617664337
G-reen/EXPERIMENT-SFT-m7b2-3-merged,-0.590611808864601,-0.532032953207031,0.111272110507058,30,11.6530656814575
g-ronimo/llama3-8b-SlimHermes,-1.03511577758689,-0.961488504189786,0.133154622979028,30,11.6579055786133
g-ronimo/Meta-Llama-3-8B-Instruct-LessResistant,-1.04256097226035,-1.05464592574047,0.132350819709835,30,11.6576619148254
gabifg/Grypho-ties-7b,0.17366086499731,0.18596967071015,0.0846533716733067,30,11.6540126800537
GeorgiaTech/0.0005_llama_nodpo_3iters_bs128_531lr_oldtrl_iter_2,-1.07667834422571,-0.804121305833386,0.160947193028639,30,11.639009475708
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_1,-0.96571124257168,-0.847532510998136,0.132837943671271,30,11.6301002502441
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_2,-0.94154296412406,-0.842717645857946,0.159196252198298,30,11.6353192329407
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_3,-0.674300434409351,-0.834438676468487,0.165679490202707,30,11.6658766269684
ghost-x/ghost-7b-alpha,-0.967083868085581,-1.16322171430357,0.13019114239537,30,11.6906454563141
giannisan/penny-llama3-2x8b,-0.971465677917035,-0.746608181804871,0.130428390771858,30,11.5986943244934
google/codegemma-7b,-1.4424670494255,-1.44236459849131,0.132338402007769,30,11.666921377182
Gille/StrangeMerges_31-7B-slerp,2.279807320432,2.36581079113072,0.213565721119218,30,11.5881683826447
google/codegemma-7b-it,-1.29161261916623,-1.40332368274252,0.135505712699331,30,11.6839957237244
google/gemma-1.1-7b-it,-0.826552793165466,-1.31940189601971,0.149011415673607,30,11.6252851486206
gradientai/Llama-3-8B-Instruct-1048k,-1.23912053907355,-1.43136752375467,0.13445671958239,30,11.6479630470276
grimjim/cuckoo-starling-32k-7B,0.255432330842609,0.308010430420301,0.075566418381536,30,11.6624445915222
grimjim/cuckoo-starling-7B,0.242222587212476,0.308010430420301,0.0761589396829646,30,11.6175072193146
grimjim/fireblossom-32K-7B,0.747719804183622,0.651848337142544,0.060310608691658,30,11.6354565620422
grimjim/kunoichi-lemon-royale-v2-32K-7B,0.249415006081028,0.299521654037292,0.0764240397510176,30,11.6886661052704
grimjim/llama-3-experiment-v1-9B,-0.793912252612446,-0.923463769743531,0.130867952098437,30,11.6099886894226
grimjim/llama-3-merge-avalon-8B,-0.695000628399698,-0.687280767734949,0.126537489243747,30,11.5971872806549
grimjim/llama-3-merge-virt-req-8B,-0.991440572213693,-0.839687448935349,0.136754220075559,30,11.6171731948853
grimjim/madwind-wizard-7B,-0.0756094032372967,-0.107627215679542,0.104285216902864,30,11.687860250473
grimjim/llama-3-merge-pp-instruct-8B,-0.741924968903359,-0.767787316503243,0.127757643901777,30,11.63143658638
grimjim/zephyr-beta-wizardLM-2-merge-7B,0.206775762377783,0.132618310399364,0.0791437626670348,30,11.6506292819977
grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B,0.502485036945009,0.641305106434377,0.0634532092293594,30,11.6277768611908
Gryphe/Pantheon-RP-1.0-8b-Llama-3,-1.03645173902958,-0.982151540037449,0.141236234232139,30,11.6400461196899
Gryphe/Tiamat-8b-1.2-Llama-3-DPO,-0.929136749013935,-0.71090912052422,0.130272283424041,30,11.6463594436646
