"X","a1","d","g","u"
"X115",4.29807604758755,4.45532372699645,0.918229556640951,1
"X116",4.91586496650586,5.92657374199007,0.432410637316059,1
"X117",-0.686559885426124,-2.06802175730698,0.0938086691065777,1
"X118",5.19574772263155,3.61640349752435,0.907949270817342,1
"X119",6.03425090563248,-7.51734501192154,0.213443549668878,1
"X120",1.4975939909834,4.3970265813615,0.269793013248849,1
"X121",10.3291911237708,-8.68329039391935,0.458397462312109,1
"X124",0.396171077583836,-2.1768595683007,0.232834107608115,1
"X127",4.10654951893153,0.34852607225644,0.28453387553647,1
"X129",4.35794583067769,-1.53220235975786,0.0543274481295914,1
"X131",1.53344462399058,5.0908956971078,0.261985228650903,1
"X133",5.05510193085001,-3.57222191121231,0.02240251404877,1
"X134",-0.891992930574606,-4.58950778765104,0.000569024517629701,1
"X135",0.478036745099349,0.40021886818747,0.00349555042651826,1
"X136",-0.0499964715093335,-3.05857949760115,0.0453921260427855,1
"X137",-2.64083791419775,-8.86851429692473,0.0183830895313185,1
"X139",0.843018306599101,1.50651029354563,0.0117512506462815,1
"X140",0.728857469490472,0.405643816325423,0.670739064964695,1
"X141",0.0944576824176878,0.250513533309221,0.294517346897,1
"X145",2.91732628531295,4.66644410333863,0.306795766389796,1
"X146",-0.865844466751729,-3.96716453004503,0.00119115674278267,1
"X147",1.78887974905615,5.78366695940353,0.360817269927113,1
"X149",1.81499159325857,4.95764023521111,0.615466544235482,1
"X150",2.89531806118991,0.0881276386571621,0.218305437059323,1
"X152",4.73613332768799,8.28261576462701,0.244184173454881,1
"X153",3.68042279848216,5.77699212931422,0.106112496842263,1
"X154",2.25871953940519,8.18823190983287,0.162098824978722,1
"X156",5.79920724325279,-0.433807719361081,0.253819542377045,1
"X157",3.83345850036836,3.16355225892033,0.317387315877499,1
"X159",8.43014136966574,-6.16593187242137,0.190603453983535,1
"X160",-1.03598850259882,-0.752546637400556,0.000202113446777716,1
"X162",1.9073661205964,-1.21860025920695,0.6550269173494,1
"X163",-1.06439125983873,-8.6860610013172,0.000210724405795876,1
"X164",2.9167069892089,3.7997476559804,0.73602257030707,1
"X165",4.47812410824643,6.13953562496765,0.737669061316918,1
"X167",-1.2715623140163,-4.65616660585911,0.000235181877873018,1
"X168",1.94649067859881,5.28078086918987,0.0463529922944145,1
"X169",3.45641426008195,-0.192036364239087,0.358651472898055,1
"X171",2.07234630913299,1.58337187194651,0.674800412711989,1
"X173",-0.674124566608173,-3.85455187047159,0.000370779949194204,1
"X174",-0.169013562524297,-6.81215559386695,0.00326437514353297,1
"X175",1.02903476160896,0.510377560482079,0.000796621299298818,1
"X176",7.70983147245954,-3.36995462222153,0.0593866990271099,1
"X177",2.36518126275245,7.22709788465843,0.132077563662161,1
"X178",-0.572142048873329,-4.87320054328668,0.00500969338651582,1
"X180",2.89996660619768,-0.977869016385193,0.120513592799225,1
"X181",1.55197801387107,2.66032366849787,0.345023731261634,1
"X182",1.92183184156787,2.17661521948152,0.730306240881166,1
"X183",3.64479568916898,0.467258564394313,0.461245344718848,1
"X185",3.93937715051641,-1.58049737792817,0.0109126505981908,1
"X186",-0.0489928989869886,-3.30560140303181,0.0374640533325802,1
"X187",1.61759110529864,-2.5631683361021,0.0461378092177241,1
"X189",2.7526777692677,9.63775532716282,0.190797259257448,1
"X191",7.36032309241385,-7.0863340542844,0.101849133467109,1
"X193",0.593261689984593,3.03337904376622,0.112521417562634,1
"X195",9.26210654498727,1.28664468401275,0.845632712637103,1
"X196",0.692617909966206,2.50326988326458,0.108265941427461,1
"X197",-0.373647135711844,-1.35804607431458,0.00193931666452397,1
"X198",0.838915975676811,3.66939824117228,0.173239112977923,1
"X199",4.92416729323528,-1.69136637084271,0.592547660501799,1
"X200",-0.45097566079632,-1.42008577909315,0.00412083413832985,1
"X201",3.99123354661253,1.56126385826178,0.468153544497652,1
"X202",5.04861521008387,10.1021019295568,0.0133423658320495,1
"X203",3.01930725550392,2.13825668712123,0.457412246517649,1
"X204",14.1318440981006,-9.59979512881106,0.212234010003195,1
"X205",5.4139296774887,-1.84324978619489,0.23045713143516,1
"X206",3.90115385629769,-1.08997346428683,0.684141685125728,1
"X207",-0.935600855995053,-4.64631859182149,0.000971765153491955,1
"X208",0.429084710294306,0.269780814061771,0.0119035447918401,1
"X209",-2.01828675798176,-7.78877196908376,0.00176263970026461,1
"X210",3.61096394333838,-0.0614599179327905,0.334919935253769,1
"X211",3.41389734180928,7.07165617936347,0.0652860431538733,1
"X212",3.93618140091025,8.78825721224227,0.244697565618753,1
"X213",3.96709079305862,3.24749296170728,0.80545842881484,1
"X214",1.26057524412877,1.3707160456658,0.0485800059015654,1
"X215",-0.823171203907394,-6.27537661506102,0.000263730128437653,1
"X217",-1.98151240896897,-9.02404495452099,5.58385554745763e-05,1
"X219",-1.36790991967103,-2.81415236191548,0.000160647220848825,1
"X223",1.5387240223689,-1.93346105349417,0.0200996665818374,1
"X224",4.3619760407649,-4.04015170822849,0.0201146628011433,1
"X225",-0.29411640502849,-0.563198577087613,0.00246777125195532,1
"X226",4.58162277776662,7.22435599209341,0.934058354418727,1
"X227",-0.361088085279574,-1.48268247754184,0.00262262666049755,1
"X228",4.32823743356349,4.517311453275,0.745711212072637,1
"X229",1.24057924014527,-0.497145793467406,0.529364740930037,1
"X230",2.81525505886357,0.770006128052142,0.277996105939531,1
"X231",1.89669341890738,7.4956388873828,0.165481385864674,1
"X232",2.25374477145503,5.10522225385639,0.0508357063820904,1
"X234",2.6900552511921,2.73338944360948,0.578521262891219,1
"X236",4.66887290575693,2.62387140552532,0.578553021563319,1
"X238",9.57157350200331,-9.95093791369535,0.546068704487843,1
"X240",2.97434561290386,3.66498287883789,0.346973461525116,1
"X241",3.07386760406181,6.42430863937781,0.71938611686369,1
"X248",5.42685029014282,5.04826691910782,0.638079748690004,1
"X249",1.04353676539948,4.48018908111739,0.145222080992234,1
"X250",2.01376468063852,6.1540443100342,0.201887480453332,1
"X251",1.60447774175227,3.14147543539478,0.00597185490949524,1
"X252",1.40540857565685,1.62484582264553,0.288476309395978,1
"X253",-1.02723607189564,-6.23104953021691,0.00051539957098711,1
"X254",3.55221595974537,2.42256616594685,0.742865868656965,1
"X257",4.01162089669435,6.89097487288914,0.063648604340451,1
"X259",1.06877311252552,0.734675104801311,0.50360292705879,1
"X261",-2.78130760985941,-9.9866318643855,0.000125356229876705,1
"X263",-0.820491386883093,4.82111263710237,0.130175232433235,1
"X264",2.62329211292324,4.27364816940916,0.429695534007317,1
"X265",-0.414116242540817,-2.78760705908898,0.00198023596976333,1
"X266",2.40718754324873,0.35208148751688,0.376502114995075,1
"X267",2.15524474423363,2.27145709891447,0.704640503269938,1
"X268",2.20177631487525,2.74616084133491,0.0891522060270252,1
"X269",0.97936718615921,3.4123437067622,0.224816802928215,1
"X270",0.748896748255872,4.92118744394992,0.154486088761724,1
"X272",3.48630448818305,-0.731084212681814,0.101947942735228,1
"X273",-1.89850934380642,3.42121938907803,0.00204955890656604,1
"X274",10.25627471456,-1.58906956339308,0.398841250265775,1
"X275",-1.3914071931299,2.00194936040809,0.000590520773113635,1
"X276",3.12634390003687,-6.0495133189976,0.00637944060981309,1
"X277",-0.175114421057402,-2.06410265772855,0.0100104725906762,1
"X278",11.7643452336819,-8.97854159469101,0.624754157291767,1
"X280",1.46818212637929,-3.20387608943224,0.000195576302765428,1
"X281",0.104946806837904,-2.02338160824414,0.0122736487631851,1
"X282",-0.574160616236875,-0.621794582530177,0.000741558892094384,1
"X285",-0.159955829706041,-0.666956990421887,0.0313267366491753,1
"X286",6.22014274099068,-1.7224498746214,0.107740481533553,1
"X287",2.11828758816574,-3.1385522291476,0.00355699902427698,1
"X288",2.8935420178118,2.36301732316982,0.621320875431689,1
"X289",-0.453080798719514,-3.589136954217,0.00192202281187799,1
"X290",2.36404232612227,1.19365889171451,0.300701447506462,1
"X291",1.85377208840317,5.62304752215988,0.118689958203309,1
"X292",-0.222374535676652,-2.43614090863868,0.00435459836110371,1
"X293",6.01951216503959,-4.89204171238869,0.0249375240351643,1
"X294",2.38014159634323,7.0269535475594,0.163068721847052,1
"X295",0.758156947141442,3.20653560885097,0.176273464690099,1
"X298",6.41770072352207,-7.55320771101941,0.0525532741984526,1
"X300",2.77662170337557,0.931800899450599,0.134545146399107,1
"X304",2.70279909268066,4.009966694194,0.418178613191813,1
"X306",3.63656590424246,0.56723520034458,0.208943534669793,1
"X309",2.67356787266039,2.10843060502054,0.22794339056898,1
"X310",3.01099089542931,2.04667355342487,0.405193524734031,1
"X311",-0.590780244846007,-0.713458862028759,0.00130702403501858,1
"X313",0.491532417719968,1.07678520658708,0.0174939321461783,1
"X316",1.9263414815311,3.63623459823661,0.53202523404606,1
"X318",2.83109856792657,3.87251080704384,0.500690550869211,1
"X319",4.23372581590544,2.26909202574852,0.135465060929617,1
"X322",0.556329144987893,1.20306064551601,0.0408049575784444,1
"X323",4.17607547206081,-0.621215637100513,0.147923516567396,1
"X324",-0.798696308556704,-2.87908191771731,0.000848747398465928,1
"X325",8.09488267393868,-9.75040796021379,0.0799493196704354,1
"X326",4.1038806132145,2.68716011248729,0.500211861471483,1
"X327",0.201014724229824,-2.44470558244145,0.00621464307742695,1
"X328",1.7079568122213,2.51185180459709,0.00678654798161324,1
"X329",3.64547388964399,7.02197167614,0.628089319789336,1
"X330",4.24973348981115,-0.144018318300317,0.195142713903634,1
"X331",2.7611227430193,0.216998417728373,0.12360923451804,1
"X334",3.86215776759015,3.45711091654932,0.605290428550107,1
"X335",4.68126743609044,6.96391181627869,0.512705176524649,1
"X337",3.12597985487134,-0.193003072194051,0.581480573435483,1
"X338",4.66917464596802,-0.668784702210191,0.0506648141043672,1
"X339",-2.09426800729584,-9.000968853951,0.00088684691021907,1
"X342",-0.421556313037295,-1.76955988159357,0.00170762509480963,1
"X344",1.94481016285769,5.21496880433844,0.0929555731799893,1
"X347",2.42527613477949,4.51553699003262,0.120457752201265,1
"X348",2.35793043794908,2.84919325527658,0.448703018273074,1
"X349",-1.00402920268307,-1.78331109628341,0.000390488582407319,1
"X350",-0.575924726494435,-3.52653351870462,0.00117411632393766,1
"X351",-1.35442038712703,-7.17332257358994,0.0017344007916686,1
"X352",-2.60605195632268,-10.5771058124268,6.03898601976283e-05,1
"X353",2.48913280143748,8.52113614034724,0.162656926043517,1
"X355",-0.705463330363107,-6.16894150999179,0.00223682178878832,1
"X356",2.38696660555782,7.32281583976748,0.130592645902682,1
"X357",6.14593397598489,6.54494864289621,0.341497455767681,1
"X358",-0.846260808581493,-0.384299708693019,0.000957130872935453,1
"X359",3.50328640439035,-0.625399900470531,0.355611840205703,1
"X360",2.21872057138779,0.702797394183091,0.0610101333504582,1
"X361",1.2572875012684,1.20226469896902,0.00865262149929048,1
"X362",2.07397253574071,0.725815305378724,0.678486680367757,1
"X363",1.03293311772503,2.97002604086336,0.0330547951288065,1
"X364",5.76796205509551,-1.33705718369023,0.765802517968739,1
"X366",3.11644714110085,-0.289193377889322,0.028066367728901,1
"X367",1.70415155546323,4.77751565923504,0.504752659039311,1
"X368",-0.0172545370626195,1.63512529281562,0.0746205616819896,1
"X369",1.48172111822096,5.39908744743606,0.143484400211139,1
"X370",2.03418149310233,2.38269474328261,0.732042283581662,1
"X372",4.07478243668382,2.58491752548523,0.664169164957565,1
"X373",1.52554877061481,1.984675574565,0.0485156631501369,1
"X374",2.48282623632468,6.27817348313833,0.244367679307522,1
"X375",3.01407556853604,-0.103267408848712,0.0471098879191904,1
"X376",2.20597388037471,6.59347792537523,0.139775370639026,1
"X377",9.76572839534136,-0.842182389383919,0.487521034156593,1
"X378",0.424965982876129,-0.212351006074077,0.00534680656139161,1
"X380",3.36776896563667,4.39764704939635,0.669834945755859,1
"X381",2.6432599325162,6.90572436396178,0.169830932267652,1
"X383",2.45647583438821,-0.152717710952086,0.0450227468200318,1
"X384",2.93597024362969,0.052619978152775,0.210433639480574,1
"X385",-1.99126144681951,-8.20836902209828,0.0032442133379829,1
"X386",3.16521299307114,-2.59260109492986,0.386358496985206,1
"X387",1.2192033203314,3.07989614511754,0.0679932696544017,1
"X388",3.04805911516175,1.73649275178227,0.782366824444744,1
"X389",2.07288686407757,4.96601155489845,0.28895874979836,1
"X391",7.49861795426756,1.34641917003701,0.229754121710648,1
"X392",1.49613431613943,2.41097840862468,0.0268993021496966,1
"X393",8.15125044969751,-8.74179701073618,0.240734376868826,1
"X394",1.51169676630551,6.06777637963092,0.142845280685643,1
"X395",5.82690007041852,-5.11334831824255,0.0734607728470055,1
"X396",-2.37437910477744,-9.51934091293686,9.11885997854503e-05,1
"X397",7.12520266982256,5.33632208524354,0.797164832890816,1
"X398",4.24910192975346,0.40747007259489,0.229694738995791,1
"X399",5.37630855850192,3.91896411046252,0.911113957890274,1
"X400",9.06587060874775,5.26179578407362,0.357956832206062,1
"X401",4.23569216321188,3.05798674845546,0.845589415326957,1
"X402",5.0451115803167,7.50879925914743,0.550307503556502,1
"X403",2.83069090754413,5.9603717514325,0.168145422961737,1
"X404",1.21035675370065,3.59785004776039,0.0618514676040132,1
"X406",10.5028541957757,-8.8531469838351,0.518193231884149,1
"X408",-0.6042512586725,0.0228999563072681,0.00273869887953537,1
"X409",-0.657944430403914,-0.676127020268496,0.00115958360018537,1
"X410",-0.185657525989968,-2.48937943723323,0.00757901605262497,1
"X412",1.38071176544312,4.3911586908634,0.117654486028827,1
"X413",0.399134651127148,0.594918742389968,0.0916181602067713,1
"X414",-0.536897110067131,-0.409054339425129,0.00164637299781546,1
"X415",-2.45235089820111,-9.89132898543833,8.22551555645889e-05,1
"X416",1.29271659764165,1.88683356556197,0.162488878489862,1
"X419",-0.567482080705218,-1.55873322530221,0.00105765053869485,1
"X420",9.27161841840354,-7.82140563709144,0.016082738424346,1
"X421",3.14845471309336,9.82949424553888,0.180597399765506,1
"X422",0.638856233641483,-4.35436997424243,0.00113676114726741,1
"X423",3.43080967715091,4.91576498247333,0.396988284213751,1
"X424",0.0129973093174339,-6.93562682336462,0.0017329685056839,1
"X425",8.53882306823629,-5.96081442741174,0.0324584487085289,1
"X426",5.55822272868914,-1.94679413093201,0.0904157561610281,1
"X427",1.08280667821677,3.2169005015544,0.00214891409469817,1
"X428",3.087132447572,2.19902944561701,0.866587280934139,1
"X429",0.781213745756286,3.7134394818711,0.00723113074014688,1
"X431",2.23311645007221,0.568885622489358,0.979463540308521,1
"X432",8.704312071347,-4.32929336725255,0.118328496672152,1
"X435",3.66491112963072,2.2842961198754,0.524907946060249,1
"X437",2.23663475515203,4.24509696917099,0.0133153984976287,1
"X438",1.64804786947198,-1.06936802528877,0.349146654324915,1
"X440",3.98800750043476,1.28280489647535,0.29870203897679,1
"X442",1.63167381425669,4.97103324100354,0.00311760465607577,1
"X446",-6.68168246203365,-20.8063318523399,0.000460580916481593,1
"X447",7.78999245764159,6.59322557486797,0.785058311138338,1
"X448",-0.658021627184646,-0.340067485847348,2.00770478397799e-05,1
"X449",2.14651405134897,-0.361850217571421,0.308075141317922,1
"X451",5.42337122980506,-8.66839331798411,0.0184118926609903,1
"X452",2.82207258762093,2.38996000682906,0.57729774546987,1
"X453",-6.83626429093173,-18.9777953141725,0.00278554692497385,1
"X454",-0.290490951852405,0.506043095157172,0.000151481035221829,1
"X458",3.50766634543662,0.84011794386366,0.843699472624929,1
"X459",7.99168903526661,-11.3181294601401,0.105446964256523,1
"X460",0.428220659325459,1.38188226149052,0.00090272420663867,1
"X461",-0.993779429200975,-0.44336446661269,9.47952859543235e-06,1
"X462",-1.88965643222286,-6.0219596802826,0.00382006898379134,1
"X463",-0.253373066343587,-3.88100410013626,8.576919514222e-05,1
"X465",1.96848401759975,4.01135360131832,0.453721304130112,1
"X466",-0.144841601213376,-0.271018305784259,0.000627030191974684,1
"X468",-0.277004020359451,-0.405728289070208,8.67819357385267e-05,1
"X469",-0.459957387106074,-1.88653436217223,2.734008997101e-05,1
"X472",4.23537031334804,-4.33885329511162,0.804309876979084,1
"X473",16.4317855017461,-31.0844410784109,0.527912899300125,1
"X474",17.1619617059086,-18.6715554552366,0.0224229921872036,1
"X476",5.29434399800989,-1.44032884702423,0.056061783411004,1
"X477",-0.708946745804688,-2.15756644576513,9.04125518861747e-06,1
"X479",23.9277059075758,-32.7095917935248,0.712540927031229,1
"X480",-0.196481358637594,0.368743427262592,0.000477261186894383,1
"X483",0.998211991236091,0.712415922547305,0.000105568057128491,1
"X484",3.06339936468087,2.46861980922661,0.819818602882819,1
"X486",31.4223014007245,-32.8762850377701,0.886379726772038,1
"X487",0.72623010937893,-3.98414142698332,7.39729793139463e-05,1
"X489",1.65262421411449,2.11463488763341,0.0266687877305153,1
"X491",1.52713194232496,-5.35816904997041,0.00456103003722759,1
"X492",3.62907431675019,-2.48545898831341,0.254812698851423,1
"X493",-0.690391391343714,-2.22931267343852,0.780916842424723,1
"X494",2.63014039228766,0.798590697761289,0.411487510046307,1
"X495",-8.34443003978369,-25.7263226464865,1.05581332312924e-06,1
"X496",16.5531603351539,2.59103529717548,0.720037307253584,1
"X497",-1.08106063623011,-7.45825364132507,3.42531697678356e-06,1
"X498",0.962672087551637,2.52337989542847,0.00103947134407794,1
"X501",-0.839250605459003,-4.78578081526873,2.28182639269767e-05,1
"X504",4.68861215336882,-6.5326661216085,0.130521477524767,1
"X505",5.33232392301141,-3.96452920518847,0.622908304754284,1
"X507",3.18872554239918,4.35721141571033,0.243562643775163,1
"X508",4.44100839481279,-4.94937236653483,0.062399445499241,1
"X509",1.69901958714404,-2.09155356769418,0.195859098189685,1
"X510",4.85375171441754,4.91303948114756,0.12959621640767,1
"X512",3.92903591649435,2.8768705488473,0.884226532302067,1
"X513",2.64999500877525,6.40865570118424,0.786520199597261,1
"X514",10.0497429304964,-3.39801512313388,0.314413219589566,1
"X515",5.94139729917015,-9.94895653134567,0.292387396388672,1
"X516",9.14809382312349,-13.5182664363555,0.017312983642231,1
"X518",3.11438842082968,3.95002702321174,0.890577822653377,1
"X519",1.01530014819584,-8.81414293821383,0.00111179535491847,1
"X522",7.04234791192507,4.99469974615154,0.599216252091516,1
"X523",-0.049339527761408,-0.0251440021239093,0.00416814002393059,1
"X524",2.62540477703743,0.993711688906954,0.44075329254301,1
"X527",3.21104079122618,-2.36383081710557,0.0403618997280522,1
"X528",3.26589809243612,1.17099122311266,0.0535530829096553,1
"X529",0.56787553105394,2.75809112772323,0.00443122456330891,1
"X533",0.567319801316922,0.787026558464107,0.000291218721439303,1
"X534",2.30069638969756,-0.433966726675132,0.568897961291958,1
"X535",4.10986408167962,5.12773856651264,0.622873516143012,1
"X536",12.3294211258901,-15.5378548590238,0.116375236486282,1
"X537",-2.03609844879184,-1.9798699641184,0.324411276253273,1
"X540",9.3806896650152,-13.8164714542272,0.10477927784314,1
"X541",-8.30332664268119,-25.6079584043896,0.00120116784420638,1
"X544",9.30763472636604,-0.568025615771769,0.537226430096658,1
"X545",4.88350723066824,6.86804853007361,0.353964245135715,1
"X546",1.83065806579735,1.9368836551895,0.00193096642821957,1
"X547",-0.47786902760295,-5.4175484826802,3.02962658256052e-05,1
"X548",5.12895407182899,5.16037758629932,0.87594643909224,1
"X549",-1.40425166558148,-0.636250062634816,0.13290661024183,1
"X550",-8.34443003978369,-25.7263226464865,1.05581332312924e-06,1
"X552",-0.716502928849674,-2.2555412311275,1.12205445995149e-05,1
"X555",1.23063505017002,3.82922219331052,0.00770156761243229,1
"X556",1.61569619315414,2.64596342057058,0.385774552486917,1
"X557",6.51276139117688,-9.187620927641,0.0201922163220187,1
"X558",2.96594273947183,-2.53415085990171,0.0741242325877815,1
"X559",-0.994943975933315,2.68361749315392,0.00010828721513594,1
"X560",0.446307669409633,0.470882641984967,0.000127417436314838,1
"X561",1.4990507041351,1.01350996702668,0.0886086481889979,1
"X564",1.56830956782952,3.23363452850195,0.203263502346491,1
"X565",3.97636440961742,-4.21512242740822,0.0251567468328846,1
"X566",5.29152002458224,-5.38349889100745,0.719501038662404,1
"X568",0.991628576964249,-5.57111577070528,0.000960965373117981,1
"X569",5.06369161097749,-3.12185557856062,0.019877576781507,1
"X572",2.44302588841485,6.69423295684187,0.424624700230782,1
"X574",-0.704087990729101,1.62617586622994,0.614238059263001,1
"X575",7.03581169656357,-5.10111491256714,0.584327025175232,1
"X576",2.70718927974011,5.38868272876288,0.823729730279336,1
"X577",-13.6636037574173,-33.7371754691113,0.00889860144049688,1
"X581",7.81082958905937,-8.67394526077247,0.749108185424994,1
"X582",4.26190005176699,-4.75518236335294,0.494159760882769,1
"X584",3.88928269792341,4.72020515416118,0.962402353299876,1
"X585",5.82523420342699,10.4082441468632,0.872305251254504,1
"X586",0.952170886067131,-0.355789482598469,9.90515395070213e-05,1
"X587",6.8896847139413,-11.5800204724808,0.0459441419413987,1
"X588",6.05200991798389,-3.31867949443439,0.25536318055822,1
"X590",3.04069495221305,-0.868644947402523,0.469227905743514,1
"X592",-1.06900807314281,-4.68014213987306,7.18879678685037e-05,1
"X593",2.58146565724098,-2.77973738804868,0.578883996464629,1
"X595",1.15436219571519,2.8887296891774,0.548914026029765,1
"X596",2.61594213754538,10.1759370262321,0.0892369828431133,1
"X597",2.01755208350714,6.87796533310045,0.0881332340917489,1
"X602",3.99939944330686,1.01141516076791,0.0796518631832192,1
"X603",2.97203285661421,-0.00964975585263986,0.613759873872094,1
"X604",0.673502938928077,-4.97442642842518,0.00027236782684049,1
"X607",4.67917473033596,-6.51029178865367,0.549666304440684,1
"X609",2.27725369166503,8.1239879818186,0.108328149010592,1
"X610",0.207718947107881,0.26029671161271,0.00968254847368483,1
"X611",1.5889578573391,5.20084299294361,0.0673502664483679,1
"X612",2.38032780717783,2.462910834519,0.538423522740841,1
"X613",4.08733226125425,3.59638192076862,0.298375606637818,1
"X614",3.65504888063562,4.82734993597334,0.38650595770615,1
"X615",-0.942529058914463,1.20093282418353,0.000341175652164376,1
"X616",6.44383246651703,-0.0124421970975241,0.482458772563595,1
"X617",17.126191706402,-14.0352317698289,0.18745798134605,1
"X618",1.5389461634406,-0.276813739104679,0.29139606074606,1
"X619",-2.07162838899843,-9.75447349755589,0.00117421348043126,1
"X620",3.66685331369843,3.5726676296721,0.279342105488088,1
"X623",1.38611171319918,4.61906400377043,0.0457862617433122,1
"X624",4.83252337088776,-6.03737723207403,0.0684946862515593,1
"X626",-0.166561779785075,-3.58888119515758,0.00184458686477901,1
